,EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked
2764,6295,46.0,Travel_Rarely,228.0,Sales,3.0,3.0,Life Sciences,1.0,3.0,Female,51.0,3.0,4.0,Manager,2.0,Married,16606.0,11380.0,8.0
2765,6296,46.0,Travel_Rarely,228.0,Sales,3.0,3.0,Life Sciences,1.0,3.0,Female,51.0,3.0,4.0,Manager,2.0,Married,16606.0,11380.0,8.0
2766,6297,46.0,Travel_Rarely,228.0,Sales,3.0,3.0,Life Sciences,1.0,3.0,Female,51.0,3.0,4.0,Manager,2.0,Married,16606.0,11380.0,8.0
2767,6298,29.0,Travel_Rarely,1389.0,Research & Development,21.0,4.0,Life Sciences,1.0,2.0,Female,51.0,4.0,3.0,Manufacturing Director,1.0,Divorced,9980.0,10195.0,1.0
2768,6299,29.0,Travel_Rarely,1389.0,Research & Development,21.0,4.0,Life Sciences,1.0,2.0,Female,51.0,4.0,3.0,Manufacturing Director,1.0,Divorced,9980.0,10195.0,1.0
2769,6300,29.0,Travel_Rarely,1389.0,Research & Development,21.0,4.0,Life Sciences,1.0,2.0,Female,51.0,4.0,3.0,Manufacturing Director,1.0,Divorced,9980.0,10195.0,1.0
2770,6301,44.0,Travel_Rarely,200.0,Research & Development,29.0,4.0,Other,1.0,4.0,Male,32.0,3.0,2.0,Research Scientist,4.0,Single,4541.0,7744.0,1.0
2771,6302,37.0,Travel_Rarely,1305.0,Research & Development,10.0,4.0,Life Sciences,1.0,3.0,Male,49.0,3.0,2.0,Manufacturing Director,2.0,Single,4197.0,21123.0,2.0
2772,6303,37.0,Travel_Rarely,1305.0,Research & Development,10.0,4.0,Life Sciences,1.0,3.0,Male,49.0,3.0,2.0,Manufacturing Director,2.0,Single,4197.0,21123.0,2.0
2773,6304,36.0,Travel_Rarely,913.0,Research & Development,667984.0,2.0,Medical,1.0,2.0,Male,48.0,2.0,2.0,Manufacturing Director,2.0,Divorced,8847.0,13934.0,2.0
2774,6305,23.0,Travel_Rarely,373.0,Research & Development,1.0,2.0,Life Sciences,1.0,4.0,Male,47.0,3.0,1.0,Research Scientist,3.0,Married,1223.0,16901.0,1.0
2775,6306,23.0,Travel_Rarely,373.0,Research & Development,1.0,2.0,Life Sciences,1.0,4.0,Male,47.0,3.0,1.0,Research Scientist,3.0,Married,1223.0,16901.0,1.0
2776,6307,52.0,Non-Travel,585.0,Sales,29.0,4.0,Life Sciences,1.0,1.0,Male,40.0,3.0,1.0,Sales Representative,4.0,Divorced,3482.0,19788.0,2.0
2777,6308,52.0,Non-Travel,585.0,Sales,29.0,4.0,Life Sciences,1.0,1.0,Male,40.0,3.0,1.0,Sales Representative,4.0,Divorced,3482.0,19788.0,2.0
2778,6309,52.0,Non-Travel,585.0,Sales,29.0,4.0,Life Sciences,1.0,1.0,Male,40.0,3.0,1.0,Sales Representative,4.0,Divorced,3482.0,19788.0,2.0
2779,6310,32.0,Non-Travel,862.0,Sales,2.0,1.0,Life Sciences,1.0,3.0,Female,76.0,3.0,1.0,Sales Representative,1.0,Divorced,2827.0,14947.0,1.0
2780,6311,32.0,Non-Travel,862.0,Sales,2.0,1.0,Life Sciences,1.0,3.0,Female,76.0,3.0,1.0,Sales Representative,1.0,Divorced,2827.0,14947.0,1.0
2781,6312,26.0,Travel_Rarely,652.0,Research & Development,7.0,3.0,Other,1.0,3.0,Male,100.0,4.0,1.0,Laboratory Technician,1.0,Single,3578.0,23577.0,0.0
2782,6313,46.0,Travel_Frequently,1034.0,Research & Development,18.0,1.0,Medical,1.0,1.0,Female,86.0,3.0,3.0,Healthcare Representative,3.0,Married,10527.0,8984.0,5.0
2783,6314,18.0,Non-Travel,247.0,Research & Development,8.0,1.0,Medical,1.0,3.0,Male,80.0,3.0,1.0,Laboratory Technician,3.0,Single,1904.0,13556.0,1.0
2784,6315,18.0,Non-Travel,247.0,Research & Development,8.0,1.0,Medical,1.0,3.0,Male,80.0,3.0,1.0,Laboratory Technician,3.0,Single,1904.0,13556.0,1.0
2785,6316,34.0,Travel_Rarely,1320.0,Research & Development,20.0,3.0,Technical Degree,1.0,3.0,Female,89.0,4.0,1.0,Research Scientist,3.0,Married,2585.0,21643.0,0.0
2786,6317,34.0,Travel_Rarely,1320.0,Research & Development,20.0,3.0,Technical Degree,1.0,3.0,Female,89.0,4.0,1.0,Research Scientist,3.0,Married,2585.0,21643.0,0.0
2787,6318,34.0,Travel_Rarely,1320.0,Research & Development,20.0,3.0,Technical Degree,1.0,3.0,Female,89.0,4.0,1.0,Research Scientist,3.0,Married,2585.0,21643.0,0.0
2788,6319,45.0,Travel_Frequently,1297.0,Research & Development,1.0,4.0,Medical,1.0,2.0,Male,44.0,3.0,2.0,Healthcare Representative,3.0,Single,5399.0,14511.0,4.0
2789,6320,8949.0,Travel_Rarely,921.0,Research & Development,1.0,3.0,Life Sciences,1.0,4.0,Male,38.0,1.0,1.0,Laboratory Technician,3.0,Married,3833.0,24375.0,3.0
2790,6321,39.0,Travel_Frequently,203.0,Research & Development,2.0,3.0,Life Sciences,1.0,1.0,Male,84.0,3.0,4.0,Healthcare Representative,4.0,Divorced,12169.0,13547.0,7.0
2791,6322,39.0,Travel_Frequently,203.0,Research & Development,2.0,3.0,Life Sciences,1.0,1.0,Male,84.0,3.0,4.0,Healthcare Representative,4.0,Divorced,12169.0,13547.0,7.0
2792,6323,39.0,Travel_Frequently,203.0,Research & Development,2.0,3.0,Life Sciences,1.0,1.0,Male,84.0,3.0,4.0,Healthcare Representative,4.0,Divorced,12169.0,13547.0,7.0
2793,6324,3636.0,Travel_Rarely,986.0,Research & Development,3.0,4.0,Medical,1.0,2.0,Male,93.0,2.0,3.0,Research Director,3.0,Married,11935.0,21526.0,1.0
2794,6325,3636.0,Travel_Rarely,986.0,Research & Development,3.0,4.0,Medical,1.0,2.0,Male,93.0,2.0,3.0,Research Director,3.0,Married,11935.0,21526.0,1.0
2795,6326,3636.0,Travel_Rarely,986.0,Research & Development,3.0,4.0,Medical,1.0,2.0,Male,93.0,2.0,3.0,Research Director,3.0,Married,11935.0,21526.0,1.0
2796,6327,37.0,Non-Travel,1063.0,Research & Development,25.0,5.0,Medical,1.0,2.0,Female,72.0,3.0,2.0,Research Scientist,3.0,Married,4449.0,23866.0,3.0
2797,6328,33.0,Travel_Rarely,350.0,Sales,5.0,3.0,Marketing,1.0,4.0,Female,34.0,3.0,1.0,Sales Representative,3.0,Single,2851.0,9150.0,1.0
2798,6329,33.0,Travel_Rarely,350.0,Sales,5.0,3.0,Marketing,1.0,4.0,Female,34.0,3.0,1.0,Sales Representative,3.0,Single,2851.0,9150.0,1.0
2799,6330,31.0,Travel_Rarely,106.0,Human Resources,2.0,3.0,Human Resources,1.0,1.0,Male,62.0,2.0,2.0,Human Resources,1.0,Married,6410.0,17822.0,3.0
2800,6331,30.0,Travel_Rarely,1334.0,Sales,4.0,2.0,Medical,1.0,3.0,Female,63.0,2.0,2.0,Sales Executive,2.0,Divorced,5209.0,19760.0,1.0
2801,6332,26.0,Non-Travel,265.0,Sales,29.0,2.0,Medical,1.0,2.0,Male,79.0,1.0,2.0,Sales Executive,1.0,Single,4969.0,21813.0,8.0
2802,6333,36.0,Travel_Rarely,329.0,Sales,16.0,4.0,Marketing,1.0,3.0,Female,98.0,2.0,2.0,Sales Executive,1.0,Married,5647.0,13494.0,4.0
2803,6334,28.0,Travel_Rarely,1404.0,Research & Development,17.0,3.0,Technical Degree,1.0,3.0,Male,32.0,2.0,1.0,Laboratory Technician,4.0,Divorced,2367.0,18779.0,5.0
2804,6335,32.0,Travel_Frequently,585.0,Research & Development,815600.0,3.0,Life Sciences,1.0,1.0,Male,56.0,3.0,1.0,Research Scientist,3.0,Married,3433.0,17360.0,6.0
2805,6336,32.0,Travel_Frequently,585.0,Research & Development,815600.0,3.0,Life Sciences,1.0,1.0,Male,56.0,3.0,1.0,Research Scientist,3.0,Married,3433.0,17360.0,6.0
2806,6337,42.0,Travel_Rarely,635.0,Sales,1.0,1.0,Life Sciences,1.0,2.0,Male,99.0,3.0,2.0,Sales Executive,3.0,Married,4907.0,24532.0,1.0
2807,6338,42.0,Travel_Rarely,635.0,Sales,1.0,1.0,Life Sciences,1.0,2.0,Male,99.0,3.0,2.0,Sales Executive,3.0,Married,4907.0,24532.0,1.0
2808,6339,42.0,Travel_Rarely,635.0,Sales,1.0,1.0,Life Sciences,1.0,2.0,Male,99.0,3.0,2.0,Sales Executive,3.0,Married,4907.0,24532.0,1.0
2809,6340,35.0,Non-Travel,1097.0,Research & Development,11.0,2.0,Medical,1.0,3.0,Male,79.0,2.0,3.0,Healthcare Representative,1.0,Married,9884.0,8302.0,2.0
2810,6341,35.0,Non-Travel,1097.0,Research & Development,11.0,2.0,Medical,1.0,3.0,Male,79.0,2.0,3.0,Healthcare Representative,1.0,Married,9884.0,8302.0,2.0
2811,6342,33.0,Travel_Rarely,603.0,Sales,9.0,4.0,Marketing,1.0,1.0,Female,77.0,3.0,2.0,Sales Executive,1.0,Single,8224.0,18385.0,0.0
2812,6343,33.0,Travel_Rarely,603.0,Sales,9.0,4.0,Marketing,1.0,1.0,Female,77.0,3.0,2.0,Sales Executive,1.0,Single,8224.0,18385.0,0.0
2813,6344,33.0,Travel_Rarely,603.0,Sales,9.0,4.0,Marketing,1.0,1.0,Female,77.0,3.0,2.0,Sales Executive,1.0,Single,8224.0,18385.0,0.0
2814,6345,27.0,Travel_Rarely,1115.0,Research & Development,3.0,4.0,Medical,1.0,1.0,Male,54.0,2.0,1.0,Research Scientist,4.0,Single,2045.0,15174.0,0.0
2815,6346,40.0,Travel_Rarely,1194.0,Research & Development,1.0,3.0,Life Sciences,1.0,3.0,Female,52.0,3.0,2.0,Healthcare Representative,4.0,Divorced,6513.0,9060.0,4.0
2816,6347,40.0,Travel_Rarely,1194.0,Research & Development,1.0,3.0,Life Sciences,1.0,3.0,Female,52.0,3.0,2.0,Healthcare Representative,4.0,Divorced,6513.0,9060.0,4.0
2817,6348,34.0,Travel_Frequently,702.0,Research & Development,16.0,4.0,Life Sciences,1.0,3.0,Female,100.0,2.0,1.0,Research Scientist,4.0,Single,2553.0,8306.0,1.0
2818,6349,34.0,Travel_Frequently,702.0,Research & Development,16.0,4.0,Life Sciences,1.0,3.0,Female,100.0,2.0,1.0,Research Scientist,4.0,Single,2553.0,8306.0,1.0
2819,6350,34.0,Travel_Frequently,702.0,Research & Development,16.0,4.0,Life Sciences,1.0,3.0,Female,100.0,2.0,1.0,Research Scientist,4.0,Single,2553.0,8306.0,1.0
2820,6351,31.0,Travel_Rarely,154.0,Sales,7.0,4.0,Life Sciences,1.0,2.0,Male,41.0,2.0,1.0,Sales Representative,3.0,Married,2329.0,11737.0,3.0
2821,6352,49.0,Travel_Frequently,1475.0,Research & Development,28.0,2.0,Life Sciences,1.0,1.0,Male,97.0,2.0,2.0,Laboratory Technician,1.0,Single,4284.0,22710.0,3.0
2822,6353,33.0,Travel_Rarely,832.0,Research & Development,332529.0,4.0,Life Sciences,1.0,3.0,Female,63.0,2.0,1.0,Research Scientist,4.0,Married,2911.0,14776.0,1.0
2823,6354,33.0,Travel_Rarely,832.0,Research & Development,332529.0,4.0,Life Sciences,1.0,3.0,Female,63.0,2.0,1.0,Research Scientist,4.0,Married,2911.0,14776.0,1.0
2824,6355,33.0,Travel_Rarely,832.0,Research & Development,332529.0,4.0,Life Sciences,1.0,3.0,Female,63.0,2.0,1.0,Research Scientist,4.0,Married,2911.0,14776.0,1.0
2825,6356,27.0,Non-Travel,210.0,Sales,1.0,1.0,Marketing,1.0,3.0,Male,73.0,3.0,2.0,Sales Executive,2.0,Married,6349.0,22107.0,0.0
2826,6357,27.0,Non-Travel,210.0,Sales,1.0,1.0,Marketing,1.0,3.0,Male,73.0,3.0,2.0,Sales Executive,2.0,Married,6349.0,22107.0,0.0
2827,6358,27.0,Non-Travel,210.0,Sales,1.0,1.0,Marketing,1.0,3.0,Male,73.0,3.0,2.0,Sales Executive,2.0,Married,6349.0,22107.0,0.0
2828,6359,48.0,Travel_Frequently,708.0,Sales,7.0,2.0,Medical,1.0,4.0,Female,95.0,3.0,1.0,Sales Representative,3.0,Married,2655.0,11740.0,2.0
2829,6360,48.0,Travel_Frequently,708.0,Sales,7.0,2.0,Medical,1.0,4.0,Female,95.0,3.0,1.0,Sales Representative,3.0,Married,2655.0,11740.0,2.0
2830,6361,36.0,Travel_Rarely,711.0,Research & Development,535366.0,4.0,Life Sciences,1.0,2.0,Female,42.0,3.0,3.0,Healthcare Representative,1.0,Married,8008.0,22792.0,4.0
2831,6362,49.0,Travel_Rarely,722.0,Research & Development,25.0,4.0,Life Sciences,1.0,3.0,Female,84.0,3.0,1.0,Laboratory Technician,1.0,Married,3211.0,22102.0,1.0
2832,6363,49.0,Travel_Rarely,722.0,Research & Development,25.0,4.0,Life Sciences,1.0,3.0,Female,84.0,3.0,1.0,Laboratory Technician,1.0,Married,3211.0,22102.0,1.0
2833,6364,24.0,Non-Travel,1092.0,Research & Development,9.0,3.0,Life Sciences,1.0,3.0,Male,60.0,2.0,1.0,Laboratory Technician,2.0,Divorced,2694.0,26551.0,1.0
2834,6365,18.0,Travel_Frequently,1306.0,Sales,5.0,3.0,Marketing,1.0,2.0,Male,69.0,3.0,1.0,Sales Representative,2.0,Single,1878.0,8059.0,1.0
2835,6366,18.0,Travel_Frequently,1306.0,Sales,5.0,3.0,Marketing,1.0,2.0,Male,69.0,3.0,1.0,Sales Representative,2.0,Single,1878.0,8059.0,1.0
2836,6367,18.0,Travel_Frequently,1306.0,Sales,5.0,3.0,Marketing,1.0,2.0,Male,69.0,3.0,1.0,Sales Representative,2.0,Single,1878.0,8059.0,1.0
2837,6368,39.0,Non-Travel,792.0,Research & Development,1.0,3.0,Life Sciences,1.0,4.0,Male,77.0,3.0,2.0,Laboratory Technician,4.0,Married,6472.0,8989.0,1.0
2838,6369,39.0,Non-Travel,792.0,Research & Development,1.0,3.0,Life Sciences,1.0,4.0,Male,77.0,3.0,2.0,Laboratory Technician,4.0,Married,6472.0,8989.0,1.0
2839,6370,48.0,Travel_Rarely,1469.0,Research & Development,20.0,4.0,Medical,1.0,4.0,Male,51.0,3.0,1.0,Research Scientist,3.0,Married,2259.0,5543.0,4.0
2840,6371,4805.0,Non-Travel,1180.0,Research & Development,2.0,2.0,Medical,1.0,2.0,Male,90.0,3.0,2.0,Manufacturing Director,4.0,Divorced,5762.0,24442.0,2.0
2841,6372,4805.0,Non-Travel,1180.0,Research & Development,2.0,2.0,Medical,1.0,2.0,Male,90.0,3.0,2.0,Manufacturing Director,4.0,Divorced,5762.0,24442.0,2.0
2842,6373,4805.0,Non-Travel,1180.0,Research & Development,2.0,2.0,Medical,1.0,2.0,Male,90.0,3.0,2.0,Manufacturing Director,4.0,Divorced,5762.0,24442.0,2.0
2843,6374,32.0,Travel_Frequently,379.0,Sales,5.0,2.0,Life Sciences,1.0,2.0,Male,48.0,3.0,2.0,Sales Executive,2.0,Married,6524.0,8891.0,1.0
2844,6375,39.0,Travel_Frequently,505.0,Research & Development,2.0,4.0,Technical Degree,1.0,3.0,Female,64.0,3.0,3.0,Healthcare Representative,3.0,Single,10938.0,6420.0,0.0
2845,6376,5959.0,Travel_Rarely,982.0,Research & Development,12.0,3.0,Life Sciences,1.0,1.0,Male,59.0,2.0,4.0,Research Director,2.0,Divorced,14336.0,4345.0,1.0
2846,6377,5959.0,Travel_Rarely,982.0,Research & Development,12.0,3.0,Life Sciences,1.0,1.0,Male,59.0,2.0,4.0,Research Director,2.0,Divorced,14336.0,4345.0,1.0
2847,6378,5959.0,Travel_Rarely,982.0,Research & Development,12.0,3.0,Life Sciences,1.0,1.0,Male,59.0,2.0,4.0,Research Director,2.0,Divorced,14336.0,4345.0,1.0
2848,6379,25.0,Travel_Rarely,949.0,Research & Development,1.0,3.0,Technical Degree,1.0,1.0,Male,81.0,3.0,1.0,Laboratory Technician,4.0,Married,3229.0,4910.0,4.0
2849,6380,33.0,Travel_Rarely,931.0,Research & Development,14.0,3.0,Medical,1.0,4.0,Female,72.0,3.0,1.0,Research Scientist,2.0,Married,2756.0,4673.0,1.0
2850,6381,33.0,Travel_Rarely,931.0,Research & Development,14.0,3.0,Medical,1.0,4.0,Female,72.0,3.0,1.0,Research Scientist,2.0,Married,2756.0,4673.0,1.0
2851,6382,21.0,Travel_Rarely,1334.0,Research & Development,10.0,3.0,Life Sciences,1.0,3.0,Female,36.0,2.0,1.0,Laboratory Technician,1.0,Single,1416.0,17258.0,1.0
2852,6383,21.0,Travel_Rarely,1334.0,Research & Development,10.0,3.0,Life Sciences,1.0,3.0,Female,36.0,2.0,1.0,Laboratory Technician,1.0,Single,1416.0,17258.0,1.0
2853,6384,21.0,Travel_Rarely,1334.0,Research & Development,10.0,3.0,Life Sciences,1.0,3.0,Female,36.0,2.0,1.0,Laboratory Technician,1.0,Single,1416.0,17258.0,1.0
2854,6385,50.0,Travel_Rarely,1207.0,Research & Development,692089.0,1.0,Medical,1.0,4.0,Male,74.0,4.0,1.0,Laboratory Technician,3.0,Married,3221.0,3297.0,1.0
2855,6386,50.0,Travel_Rarely,1207.0,Research & Development,692089.0,1.0,Medical,1.0,4.0,Male,74.0,4.0,1.0,Laboratory Technician,3.0,Married,3221.0,3297.0,1.0
2856,6387,58.0,Travel_Frequently,1216.0,Research & Development,15.0,4.0,Life Sciences,1.0,1.0,Male,87.0,3.0,4.0,Research Director,3.0,Married,15787.0,21624.0,2.0
2857,6388,36.0,Travel_Rarely,329.0,Research & Development,2.0,3.0,Life Sciences,1.0,4.0,Female,96.0,3.0,1.0,Research Scientist,3.0,Married,2543.0,11868.0,4.0
2858,6389,36.0,Travel_Rarely,329.0,Research & Development,2.0,3.0,Life Sciences,1.0,4.0,Female,96.0,3.0,1.0,Research Scientist,3.0,Married,2543.0,11868.0,4.0
2859,6390,36.0,Travel_Rarely,329.0,Research & Development,2.0,3.0,Life Sciences,1.0,4.0,Female,96.0,3.0,1.0,Research Scientist,3.0,Married,2543.0,11868.0,4.0
2860,6391,9384.0,Travel_Rarely,644.0,Research & Development,1.0,4.0,Medical,1.0,4.0,Male,97.0,3.0,3.0,Healthcare Representative,1.0,Divorced,9396.0,12368.0,7.0
2861,6392,9384.0,Travel_Rarely,644.0,Research & Development,1.0,4.0,Medical,1.0,4.0,Male,97.0,3.0,3.0,Healthcare Representative,1.0,Divorced,9396.0,12368.0,7.0
2862,6393,36.0,Travel_Rarely,938.0,Research & Development,2.0,4.0,Medical,1.0,3.0,Male,79.0,3.0,1.0,Laboratory Technician,3.0,Single,2519.0,12287.0,4.0
2863,6394,36.0,Travel_Rarely,938.0,Research & Development,2.0,4.0,Medical,1.0,3.0,Male,79.0,3.0,1.0,Laboratory Technician,3.0,Single,2519.0,12287.0,4.0
2864,6395,27.0,Non-Travel,443.0,Research & Development,3.0,3.0,Medical,1.0,4.0,Male,50.0,3.0,1.0,Research Scientist,4.0,Married,1706.0,16571.0,1.0
2865,6396,27.0,Non-Travel,443.0,Research & Development,3.0,3.0,Medical,1.0,4.0,Male,50.0,3.0,1.0,Research Scientist,4.0,Married,1706.0,16571.0,1.0
2866,6397,27.0,Non-Travel,443.0,Research & Development,3.0,3.0,Medical,1.0,4.0,Male,50.0,3.0,1.0,Research Scientist,4.0,Married,1706.0,16571.0,1.0
2867,6398,8042.0,Travel_Rarely,350.0,Research & Development,21.0,2.0,Technical Degree,1.0,3.0,Male,57.0,2.0,1.0,Laboratory Technician,1.0,Divorced,2296.0,10036.0,0.0
2868,6399,8042.0,Travel_Rarely,350.0,Research & Development,21.0,2.0,Technical Degree,1.0,3.0,Male,57.0,2.0,1.0,Laboratory Technician,1.0,Divorced,2296.0,10036.0,0.0
2869,6400,8042.0,Travel_Rarely,350.0,Research & Development,21.0,2.0,Technical Degree,1.0,3.0,Male,57.0,2.0,1.0,Laboratory Technician,1.0,Divorced,2296.0,10036.0,0.0
2870,6401,1423.0,Travel_Rarely,741.0,Research & Development,2.0,4.0,Life Sciences,1.0,2.0,Male,69.0,3.0,1.0,Laboratory Technician,3.0,Married,3477.0,18103.0,1.0
2871,6402,36.0,Non-Travel,1351.0,Research & Development,367120.0,4.0,Life Sciences,1.0,1.0,Male,66.0,4.0,1.0,Laboratory Technician,2.0,Married,2810.0,9238.0,1.0
2872,6403,36.0,Non-Travel,1351.0,Research & Development,367120.0,4.0,Life Sciences,1.0,1.0,Male,66.0,4.0,1.0,Laboratory Technician,2.0,Married,2810.0,9238.0,1.0
2873,6404,35.0,Travel_Rarely,303.0,Sales,27.0,3.0,Life Sciences,1.0,3.0,Male,84.0,3.0,2.0,Sales Executive,4.0,Single,5813.0,13492.0,1.0
2874,6405,35.0,Travel_Rarely,303.0,Sales,27.0,3.0,Life Sciences,1.0,3.0,Male,84.0,3.0,2.0,Sales Executive,4.0,Single,5813.0,13492.0,1.0
2875,6406,35.0,Travel_Rarely,303.0,Sales,27.0,3.0,Life Sciences,1.0,3.0,Male,84.0,3.0,2.0,Sales Executive,4.0,Single,5813.0,13492.0,1.0
2876,6407,26.0,Travel_Frequently,887.0,Research & Development,5.0,2.0,Medical,1.0,3.0,Female,88.0,2.0,1.0,Research Scientist,3.0,Married,2366.0,20898.0,1.0
2877,6408,29.0,Travel_Rarely,408.0,Research & Development,25.0,5.0,Technical Degree,1.0,3.0,Female,71.0,2.0,1.0,Research Scientist,2.0,Married,2546.0,18300.0,5.0
2878,6409,29.0,Travel_Rarely,408.0,Research & Development,25.0,5.0,Technical Degree,1.0,3.0,Female,71.0,2.0,1.0,Research Scientist,2.0,Married,2546.0,18300.0,5.0
2879,6410,32.0,Travel_Rarely,371.0,Sales,19.0,3.0,Life Sciences,1.0,4.0,Male,80.0,1.0,3.0,Sales Executive,3.0,Married,9610.0,3840.0,3.0
2880,6411,32.0,Travel_Rarely,371.0,Sales,19.0,3.0,Life Sciences,1.0,4.0,Male,80.0,1.0,3.0,Sales Executive,3.0,Married,9610.0,3840.0,3.0
2881,6412,32.0,Travel_Rarely,371.0,Sales,19.0,3.0,Life Sciences,1.0,4.0,Male,80.0,1.0,3.0,Sales Executive,3.0,Married,9610.0,3840.0,3.0
2882,6413,33.0,Travel_Rarely,392.0,Sales,2.0,4.0,Medical,1.0,4.0,Male,93.0,3.0,2.0,Sales Executive,4.0,Divorced,5505.0,3921.0,1.0
2883,6414,33.0,Travel_Rarely,392.0,Sales,2.0,4.0,Medical,1.0,4.0,Male,93.0,3.0,2.0,Sales Executive,4.0,Divorced,5505.0,3921.0,1.0
2884,6415,7056.0,Travel_Rarely,1492.0,Research & Development,20.0,4.0,Technical Degree,1.0,1.0,Male,61.0,3.0,3.0,Healthcare Representative,4.0,Married,10322.0,26542.0,4.0
2885,6416,7056.0,Travel_Rarely,1492.0,Research & Development,20.0,4.0,Technical Degree,1.0,1.0,Male,61.0,3.0,3.0,Healthcare Representative,4.0,Married,10322.0,26542.0,4.0
2886,6417,59.0,Non-Travel,1420.0,Human Resources,2.0,4.0,Human Resources,1.0,3.0,Female,32.0,2.0,5.0,Manager,4.0,Married,18844.0,21922.0,9.0
2887,6418,59.0,Non-Travel,1420.0,Human Resources,2.0,4.0,Human Resources,1.0,3.0,Female,32.0,2.0,5.0,Manager,4.0,Married,18844.0,21922.0,9.0
2888,6419,59.0,Non-Travel,1420.0,Human Resources,2.0,4.0,Human Resources,1.0,3.0,Female,32.0,2.0,5.0,Manager,4.0,Married,18844.0,21922.0,9.0
2889,6420,37.0,Travel_Rarely,1470.0,Research & Development,10.0,3.0,Medical,1.0,2.0,Female,71.0,3.0,1.0,Research Scientist,2.0,Married,3936.0,9953.0,1.0
2890,6421,37.0,Travel_Rarely,1470.0,Research & Development,10.0,3.0,Medical,1.0,2.0,Female,71.0,3.0,1.0,Research Scientist,2.0,Married,3936.0,9953.0,1.0
2891,6422,37.0,Travel_Rarely,1470.0,Research & Development,10.0,3.0,Medical,1.0,2.0,Female,71.0,3.0,1.0,Research Scientist,2.0,Married,3936.0,9953.0,1.0
2892,6423,31.0,Travel_Frequently,1327.0,Research & Development,3.0,4.0,Medical,1.0,2.0,Male,73.0,3.0,3.0,Research Director,3.0,Divorced,13675.0,13523.0,9.0
2893,6424,22.0,Travel_Rarely,581.0,Research & Development,1.0,2.0,Life Sciences,1.0,4.0,Male,63.0,3.0,1.0,Research Scientist,3.0,Single,3375.0,17624.0,0.0
2894,6425,22.0,Travel_Rarely,581.0,Research & Development,1.0,2.0,Life Sciences,1.0,4.0,Male,63.0,3.0,1.0,Research Scientist,3.0,Single,3375.0,17624.0,0.0
2895,6426,31.0,Travel_Rarely,1062.0,Research & Development,24.0,3.0,Medical,1.0,3.0,Female,96.0,2.0,2.0,Healthcare Representative,1.0,Single,6812.0,17198.0,1.0
2896,6427,31.0,Travel_Rarely,1062.0,Research & Development,24.0,3.0,Medical,1.0,3.0,Female,96.0,2.0,2.0,Healthcare Representative,1.0,Single,6812.0,17198.0,1.0
2897,6428,40.0,Non-Travel,663.0,Research & Development,9.0,4.0,Other,1.0,3.0,Male,81.0,3.0,2.0,Laboratory Technician,3.0,Divorced,3975.0,23099.0,3.0
2898,6429,40.0,Non-Travel,663.0,Research & Development,9.0,4.0,Other,1.0,3.0,Male,81.0,3.0,2.0,Laboratory Technician,3.0,Divorced,3975.0,23099.0,3.0
2899,6430,40.0,Non-Travel,663.0,Research & Development,9.0,4.0,Other,1.0,3.0,Male,81.0,3.0,2.0,Laboratory Technician,3.0,Divorced,3975.0,23099.0,3.0
2900,6431,29.0,Travel_Rarely,332.0,Human Resources,17.0,3.0,Other,1.0,2.0,Male,51.0,2.0,3.0,Human Resources,1.0,Single,7988.0,9769.0,1.0
2901,6432,29.0,Travel_Rarely,332.0,Human Resources,17.0,3.0,Other,1.0,2.0,Male,51.0,2.0,3.0,Human Resources,1.0,Single,7988.0,9769.0,1.0
2902,6433,29.0,Travel_Rarely,332.0,Human Resources,17.0,3.0,Other,1.0,2.0,Male,51.0,2.0,3.0,Human Resources,1.0,Single,7988.0,9769.0,1.0
2903,6434,40.0,Non-Travel,458.0,Research & Development,16.0,2.0,Life Sciences,1.0,3.0,Male,74.0,3.0,1.0,Research Scientist,3.0,Divorced,3544.0,8532.0,9.0
2904,6435,40.0,Non-Travel,458.0,Research & Development,16.0,2.0,Life Sciences,1.0,3.0,Male,74.0,3.0,1.0,Research Scientist,3.0,Divorced,3544.0,8532.0,9.0
2905,6436,33.0,Travel_Rarely,922.0,Research & Development,1.0,5.0,Medical,1.0,1.0,Female,95.0,4.0,4.0,Research Director,3.0,Divorced,16184.0,22578.0,4.0
2906,6437,33.0,Travel_Rarely,922.0,Research & Development,1.0,5.0,Medical,1.0,1.0,Female,95.0,4.0,4.0,Research Director,3.0,Divorced,16184.0,22578.0,4.0
2907,6438,33.0,Travel_Rarely,922.0,Research & Development,1.0,5.0,Medical,1.0,1.0,Female,95.0,4.0,4.0,Research Director,3.0,Divorced,16184.0,22578.0,4.0
2908,6439,40.0,Travel_Frequently,1469.0,Research & Development,9.0,4.0,Medical,1.0,4.0,Male,35.0,3.0,1.0,Research Scientist,2.0,Divorced,3617.0,25063.0,8.0
2909,6440,25.0,Travel_Rarely,685.0,Research & Development,1.0,3.0,Life Sciences,1.0,1.0,Female,62.0,3.0,2.0,Manufacturing Director,3.0,Married,4898.0,7505.0,0.0
2910,6441,25.0,Travel_Rarely,685.0,Research & Development,1.0,3.0,Life Sciences,1.0,1.0,Female,62.0,3.0,2.0,Manufacturing Director,3.0,Married,4898.0,7505.0,0.0
