,EmployeeNumber,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,YearlyIncome
2291,5822,Y,No,11.0,3.0,1.0,80.0,0.0,34.0,3.0,4.0,34.0,6.0,1.0,16.0,202272.0
2292,5823,Y,No,12.0,3.0,3.0,80.0,1.0,11.0,2.0,3.0,11.0,8.0,7.0,9.0,65196.0
2293,5824,Y,No,12.0,3.0,3.0,80.0,1.0,11.0,2.0,3.0,11.0,8.0,7.0,9.0,65196.0
2294,5825,Y,No,12.0,3.0,3.0,80.0,1.0,11.0,2.0,3.0,11.0,8.0,7.0,9.0,65196.0
2295,5826,Y,Yes,11.0,3.0,3.0,80.0,1.0,7.0,4.0,4.0,4.0,3.0,0.0,3.0,27324.0
2296,5827,Y,No,25.0,4.0,3.0,80.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,43092.0
2297,5828,Y,No,25.0,4.0,3.0,80.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,43092.0
2298,5829,Y,No,25.0,4.0,3.0,80.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,43092.0
2299,5830,Y,Yes,22.0,4.0,1.0,80.0,0.0,9.0,2.0,3.0,9508.0,7.0,4.0,7.0,114984.0
2300,5831,Y,Yes,22.0,4.0,1.0,80.0,0.0,9.0,2.0,3.0,9508.0,7.0,4.0,7.0,114984.0
2301,5832,Y,No,18.0,3.0,3.0,80.0,0.0,8.0,6.0,3.0,6.0,2.0,0.0,1.0,56136.0
2302,5833,Y,No,11.0,3.0,1.0,80.0,1.0,12.0,2.0,3.0,7.0,7.0,1.0,2892.0,85680.0
2303,5834,Y,No,11.0,3.0,1.0,80.0,1.0,12.0,2.0,3.0,7.0,7.0,1.0,2892.0,85680.0
2304,5835,Y,No,11.0,3.0,1.0,80.0,1.0,12.0,2.0,3.0,7.0,7.0,1.0,2892.0,85680.0
2305,5836,Y,No,14.0,3.0,2.0,80.0,0.0,4.0,3.0,3.0,4.0,2.0,0.0,2.0,58896.0
2306,5837,Y,No,14.0,3.0,2.0,80.0,0.0,4.0,3.0,3.0,4.0,2.0,0.0,2.0,58896.0
2307,5838,Y,No,17.0,3.0,2.0,80.0,1.0,22.0,3.0,3.0,9.0,8.0,2.0,3.0,157440.0
2308,5839,Y,No,17.0,3.0,2.0,80.0,1.0,22.0,3.0,3.0,9.0,8.0,2.0,3.0,157440.0
2309,5840,Y,No,17.0,3.0,2.0,80.0,1.0,22.0,3.0,3.0,9.0,8.0,2.0,3.0,157440.0
2310,5841,Y,No,11.0,3.0,3.0,80.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,34668.0
2311,5842,Y,No,11.0,3.0,3.0,80.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,34668.0
2312,5843,Y,No,11.0,3.0,3.0,80.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,34668.0
2313,5844,Y,No,21.0,4.0,4.0,80.0,2.0,8.0,3.0,2.0,2.0,2.0,0.0,2.0,31848.0
2314,5845,Y,No,21.0,4.0,4.0,80.0,2.0,8.0,3.0,2.0,2.0,2.0,0.0,2.0,31848.0
2315,5846,Y,No,12.0,3.0,2.0,80.0,1.0,13.0,5.0,1.0,13.0,4174.0,3.0,12.0,51672.0
2316,5847,Y,No,12.0,3.0,2.0,80.0,1.0,13.0,5.0,1.0,13.0,4174.0,3.0,12.0,51672.0
2317,5848,Y,No,12.0,3.0,2.0,80.0,1.0,13.0,5.0,1.0,13.0,4174.0,3.0,12.0,51672.0
2318,5849,Y,Yes,16.0,3.0,1.0,80.0,0.0,26.0,2.0,3.0,1488.0,10.0,1.0,11.0,225888.0
2319,5850,Y,Yes,16.0,3.0,1.0,80.0,0.0,26.0,2.0,3.0,1488.0,10.0,1.0,11.0,225888.0
2320,5851,Y,Yes,16.0,3.0,1.0,80.0,0.0,26.0,2.0,3.0,1488.0,10.0,1.0,11.0,225888.0
2321,5852,Y,No,11.0,3.0,4.0,80.0,1.0,5.0,3.0,3.0,5.0,2.0,0.0,4528.0,59616.0
2322,5853,Y,No,11.0,3.0,4.0,80.0,1.0,5.0,3.0,3.0,5.0,2.0,0.0,4528.0,59616.0
2323,5854,Y,No,12.0,3.0,2.0,80.0,0.0,8.0,5.0,4.0,3.0,2.0,1.0,2.0,50376.0
2324,5855,Y,No,12.0,3.0,4.0,80.0,0.0,25.0,6.0,2.0,9.0,7.0,5.0,4.0,126144.0
2325,5856,Y,No,21.0,4.0,2.0,80.0,0.0,10.0,2.0,3.0,9.0,7.0,1.0,8.0,114312.0
2326,5857,Y,No,15.0,3.0,1.0,80.0,1.0,10.0,2.0,3.0,5359.0,7.0,0.0,5.0,62736.0
2327,5858,Y,No,11.0,3.0,1.0,80.0,0.0,37.0,3.0,2.0,6.0,4.0,0.0,2.0,87120.0
2328,5859,Y,No,25.0,4.0,4.0,80.0,1.0,13.0,6.0,4.0,13.0,8.0,0.0,8.0,127776.0
2329,5860,Y,No,25.0,4.0,4.0,80.0,1.0,13.0,6.0,4.0,13.0,8.0,0.0,8.0,127776.0
2330,5861,Y,No,25.0,4.0,4.0,80.0,1.0,13.0,6.0,4.0,13.0,8.0,0.0,8.0,127776.0
2331,5862,Y,Yes,11.0,3.0,4.0,80.0,1.0,8.0,2.0,3.0,2744.0,2.0,1.0,4.0,78996.0
2332,5863,Y,Yes,11.0,3.0,4.0,80.0,1.0,8.0,2.0,3.0,2744.0,2.0,1.0,4.0,78996.0
2333,5864,Y,No,13.0,3.0,4.0,80.0,0.0,19.0,0.0,3.0,2.0,2.0,2.0,2.0,50880.0
2334,5865,Y,No,13.0,3.0,4.0,80.0,0.0,19.0,0.0,3.0,2.0,2.0,2.0,2.0,50880.0
2335,5866,Y,No,14.0,3.0,4.0,80.0,1.0,8.0,3.0,3.0,3.0,2.0,2.0,2.0,38448.0
2336,5867,Y,No,14.0,3.0,4.0,80.0,1.0,8.0,3.0,3.0,3.0,2.0,2.0,2.0,38448.0
2337,5868,Y,Yes,12.0,3.0,3.0,80.0,1.0,28.0,4.0,3.0,22.0,11.0,14.0,10.0,123996.0
2338,5869,Y,No,18.0,3.0,4.0,80.0,0.0,9.0,3.0,3.0,2.0,0.0,2.0,2.0,100512.0
2339,5870,Y,No,13.0,3.0,1.0,80.0,0.0,8270.0,4.0,3.0,19.0,2.0,11.0,9.0,73812.0
2340,5871,Y,No,13.0,3.0,1.0,80.0,0.0,8270.0,4.0,3.0,19.0,2.0,11.0,9.0,73812.0
2341,5872,Y,No,13.0,3.0,1.0,80.0,0.0,8270.0,4.0,3.0,19.0,2.0,11.0,9.0,73812.0
2342,5873,Y,No,23.0,4.0,4.0,80.0,1.0,25.0,3.0,2.0,23.0,15.0,14.0,4.0,128976.0
2343,5874,Y,Yes,12.0,3.0,3.0,80.0,1.0,7.0,2.0,3.0,7.0,7.0,0.0,7.0,82008.0
2344,5875,Y,No,14.0,3.0,4.0,80.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,14784.0
2345,5876,Y,No,14.0,3.0,4.0,80.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,14784.0
2346,5877,Y,No,14.0,3.0,4.0,80.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,14784.0
2347,5878,Y,No,13.0,3.0,3.0,80.0,0.0,9.0,4.0,3.0,9.0,8.0,8.0,8.0,55932.0
2348,5879,Y,No,13.0,3.0,3.0,80.0,0.0,9.0,4.0,3.0,9.0,8.0,8.0,8.0,55932.0
2349,5880,Y,No,13.0,3.0,3.0,80.0,0.0,9.0,4.0,3.0,9.0,8.0,8.0,8.0,55932.0
2350,5881,Y,Yes,18.0,3.0,4.0,80.0,1.0,35.0,3.0,3.0,5.0,2.0,0.0,4.0,131208.0
2351,5882,Y,Yes,18.0,3.0,4.0,80.0,1.0,35.0,3.0,3.0,5.0,2.0,0.0,4.0,131208.0
2352,5883,Y,No,15.0,3.0,1.0,80.0,1.0,9.0,5.0,3.0,7.0,7.0,1.0,7876.0,119892.0
2353,5884,Y,No,15.0,3.0,1.0,80.0,1.0,9.0,5.0,3.0,7.0,7.0,1.0,7876.0,119892.0
2354,5885,Y,No,15.0,3.0,1.0,80.0,1.0,9.0,5.0,3.0,7.0,7.0,1.0,7876.0,119892.0
2355,5886,Y,No,19.0,3.0,4.0,80.0,0.0,5787.0,3.0,1.0,11.0,8.0,3.0,3.0,103272.0
2356,5887,Y,No,13.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,6.0,2.0,4.0,1.0,34044.0
2357,5888,Y,No,18.0,3.0,1.0,80.0,0.0,4.0,2.0,3.0,3.0,2.0,8922.0,2.0,53580.0
2358,5889,Y,No,18.0,3.0,1.0,80.0,0.0,4.0,2.0,3.0,3.0,2.0,8922.0,2.0,53580.0
2359,5890,Y,No,18.0,3.0,1.0,80.0,0.0,4.0,2.0,3.0,3.0,2.0,8922.0,2.0,53580.0
2360,5891,Y,Yes,13.0,3.0,3.0,80.0,1.0,29.0,2.0,2.0,1.0,0.0,0.0,2702.0,214500.0
2361,5892,Y,No,12.0,3.0,2.0,80.0,0.0,4958.0,2.0,3.0,8.0,7.0,1.0,3.0,65664.0
2362,5893,Y,No,12.0,3.0,2.0,80.0,0.0,4958.0,2.0,3.0,8.0,7.0,1.0,3.0,65664.0
2363,5894,Y,No,16.0,3.0,3.0,80.0,0.0,12.0,3.0,2.0,9.0,7.0,4370.0,3.0,61920.0
2364,5895,Y,No,11.0,3.0,3.0,80.0,0.0,1.0,6.0,3.0,1.0,0.0,0.0,0.0,31704.0
2365,5896,Y,No,11.0,3.0,3.0,80.0,0.0,1.0,6.0,3.0,1.0,0.0,0.0,0.0,31704.0
2366,5897,Y,No,18.0,3.0,3.0,80.0,1.0,20.0,2.0,1.0,17.0,9.0,0.0,15.0,28176.0
2367,5898,Y,No,17.0,3.0,2.0,80.0,1.0,3077.0,1.0,3.0,10.0,9.0,0.0,9.0,90120.0
2368,5899,Y,No,17.0,3.0,2.0,80.0,1.0,3077.0,1.0,3.0,10.0,9.0,0.0,9.0,90120.0
2369,5900,Y,No,17.0,3.0,2.0,80.0,1.0,3077.0,1.0,3.0,10.0,9.0,0.0,9.0,90120.0
2370,5901,Y,No,11.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,6.0,5.0,1.0,3.0,52572.0
2371,5902,Y,No,11.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,6.0,5.0,1.0,3.0,52572.0
2372,5903,Y,Yes,13.0,3.0,2.0,80.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,25452.0
2373,5904,Y,Yes,13.0,3.0,2.0,80.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,25452.0
2374,5905,Y,No,19.0,3.0,3.0,80.0,0.0,8575.0,5.0,3.0,1.0,1.0,0.0,0.0,78480.0
2375,5906,Y,No,19.0,3.0,3.0,80.0,0.0,8575.0,5.0,3.0,1.0,1.0,0.0,0.0,78480.0
2376,5907,Y,No,19.0,3.0,3.0,80.0,0.0,8575.0,5.0,3.0,1.0,1.0,0.0,0.0,78480.0
2377,5908,Y,No,16.0,3.0,3.0,80.0,0.0,2270.0,4.0,1.0,0.0,0.0,0.0,0.0,18168.0
2378,5909,Y,No,16.0,3.0,3.0,80.0,0.0,2270.0,4.0,1.0,0.0,0.0,0.0,0.0,18168.0
2379,5910,Y,Yes,12.0,3.0,4.0,80.0,2.0,28.0,2.0,2.0,22.0,2.0,11.0,13.0,165240.0
2380,5911,Y,Yes,14.0,3.0,3.0,80.0,1.0,24.0,3.0,1.0,5581.0,8.0,13.0,9.0,121488.0
2381,5912,Y,Yes,14.0,3.0,3.0,80.0,1.0,24.0,3.0,1.0,5581.0,8.0,13.0,9.0,121488.0
2382,5913,Y,Yes,14.0,3.0,3.0,80.0,1.0,24.0,3.0,1.0,5581.0,8.0,13.0,9.0,121488.0
2383,5914,Y,Yes,13.0,3.0,1.0,80.0,1.0,6.0,2.0,3.0,6.0,4713.0,1.0,2.0,65856.0
2384,5915,Y,Yes,13.0,3.0,1.0,80.0,1.0,6.0,2.0,3.0,6.0,4713.0,1.0,2.0,65856.0
2385,5916,Y,No,14.0,3.0,3.0,80.0,1.0,26.0,2.0,3.0,9676.0,4.0,0.0,8.0,225468.0
2386,5917,Y,No,14.0,3.0,2.0,80.0,1.0,25.0,2.0,3.0,8.0,7.0,0.0,7.0,236880.0
2387,5918,Y,No,14.0,3.0,2.0,80.0,1.0,25.0,2.0,3.0,8.0,7.0,0.0,7.0,236880.0
2388,5919,Y,No,14.0,3.0,2.0,80.0,1.0,25.0,2.0,3.0,8.0,7.0,0.0,7.0,236880.0
2389,5920,Y,No,18.0,3.0,4.0,80.0,0.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,103668.0
2390,5921,Y,No,11.0,3.0,4.0,80.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,33648.0
2391,5922,Y,No,11.0,3.0,4.0,80.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,33648.0
2392,5923,Y,Yes,19.0,3.0,2.0,80.0,1.0,9.0,2.0,3.0,8.0,7.0,6.0,7.0,94548.0
2393,5924,Y,Yes,19.0,3.0,2.0,80.0,1.0,9.0,2.0,3.0,8.0,7.0,6.0,7.0,94548.0
2394,5925,Y,Yes,19.0,3.0,2.0,80.0,1.0,9.0,2.0,3.0,8.0,7.0,6.0,7.0,94548.0
2395,5926,Y,No,14.0,3.0,3.0,80.0,0.0,5.0,3.0,2.0,5.0,3606.0,1.0,4.0,25728.0
2396,5927,Y,No,14.0,3.0,3.0,80.0,0.0,5.0,3.0,2.0,5.0,3606.0,1.0,4.0,25728.0
2397,5928,Y,No,14.0,3.0,3.0,80.0,0.0,5.0,3.0,2.0,5.0,3606.0,1.0,4.0,25728.0
2398,5929,Y,No,20.0,4.0,3.0,80.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,6788.0,31500.0
2399,5930,Y,No,20.0,4.0,3.0,80.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,6788.0,31500.0
2400,5931,Y,No,20.0,4.0,3.0,80.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,6788.0,31500.0
2401,5932,Y,No,13.0,3.0,3.0,80.0,0.0,4176.0,2.0,1.0,5.0,4.0,0.0,4.0,35400.0
2402,5933,Y,No,13.0,3.0,3.0,80.0,0.0,4176.0,2.0,1.0,5.0,4.0,0.0,4.0,35400.0
2403,5934,Y,No,14.0,3.0,4.0,80.0,3.0,7.0,3.0,4.0,5.0,4.0,2.0,2.0,25068.0
2404,5935,Y,No,14.0,3.0,4.0,80.0,3.0,7.0,3.0,4.0,5.0,4.0,2.0,2.0,25068.0
2405,5936,Y,No,16.0,3.0,4.0,80.0,0.0,6.0,4.0,3.0,1286.0,2.0,1.0,2.0,26412.0
2406,5937,Y,No,16.0,3.0,4.0,80.0,0.0,6.0,4.0,3.0,1286.0,2.0,1.0,2.0,26412.0
2407,5938,Y,No,12.0,3.0,1.0,80.0,1.0,1143.0,3.0,2.0,8.0,7.0,1.0,1.0,52020.0
2408,5939,Y,Yes,18.0,3.0,2.0,80.0,1.0,24.0,2.0,3.0,7.0,7.0,0.0,1077.0,130212.0
2409,5940,Y,No,11.0,3.0,2.0,80.0,0.0,14.0,5.0,3.0,4.0,2.0,3.0,2.0,127152.0
2410,5941,Y,No,11.0,3.0,2.0,80.0,0.0,14.0,5.0,3.0,4.0,2.0,3.0,2.0,127152.0
2411,5942,Y,No,11.0,3.0,2.0,80.0,0.0,14.0,5.0,3.0,4.0,2.0,3.0,2.0,127152.0
2412,5943,Y,No,13.0,3.0,4.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,9389.0,0.0,35472.0
2413,5944,Y,No,13.0,3.0,4.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,9389.0,0.0,35472.0
2414,5945,Y,No,13.0,3.0,3.0,80.0,0.0,12.0,6.0,2.0,12.0,8.0,4704.0,7.0,44976.0
2415,5946,Y,No,13.0,3.0,3.0,80.0,0.0,12.0,6.0,2.0,12.0,8.0,4704.0,7.0,44976.0
2416,5947,Y,No,13.0,3.0,3.0,80.0,0.0,12.0,6.0,2.0,12.0,8.0,4704.0,7.0,44976.0
2417,5948,Y,No,22.0,4.0,4.0,80.0,1.0,22.0,3.0,2.0,22.0,3.0,11.0,11.0,162036.0
2418,5949,Y,No,22.0,4.0,4.0,80.0,1.0,22.0,3.0,2.0,22.0,3.0,11.0,11.0,162036.0
2419,5950,Y,No,22.0,4.0,4.0,80.0,1.0,22.0,3.0,2.0,22.0,3.0,11.0,11.0,162036.0
2420,5951,Y,Yes,13.0,3.0,2.0,80.0,1.0,20.0,3.0,3.0,3.0,2.0,2.0,0.0,130248.0
2421,5952,Y,Yes,13.0,3.0,2.0,80.0,1.0,20.0,3.0,3.0,3.0,2.0,2.0,0.0,130248.0
2422,5953,Y,No,18.0,3.0,3.0,80.0,1.0,7.0,5.0,3.0,2.0,2.0,1201.0,2.0,81648.0
2423,5954,Y,Yes,18.0,3.0,1.0,80.0,3.0,8.0,2.0,3.0,2.0,2.0,2.0,2.0,38340.0
2424,5955,Y,Yes,18.0,3.0,1.0,80.0,3.0,8.0,2.0,3.0,2.0,2.0,2.0,2.0,38340.0
2425,5956,Y,No,21.0,4.0,3.0,80.0,1.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,57180.0
2426,5957,Y,No,21.0,4.0,3.0,80.0,1.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,57180.0
2427,5958,Y,No,19.0,3.0,3.0,80.0,1.0,6.0,1.0,3.0,2.0,2.0,2.0,0.0,51576.0
2428,5959,Y,No,19.0,3.0,3.0,80.0,1.0,6.0,1.0,3.0,2.0,2.0,2.0,0.0,51576.0
2429,5960,Y,No,19.0,3.0,3.0,80.0,1.0,6.0,1.0,3.0,2.0,2.0,2.0,0.0,51576.0
2430,5961,Y,No,16.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,9.0,7.0,0.0,7.0,59616.0
2431,5962,Y,No,16.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,9.0,7.0,0.0,7.0,59616.0
2432,5963,Y,Yes,14.0,3.0,2.0,80.0,1.0,12.0,3.0,3.0,11.0,10.0,2.0,9.0,138120.0
2433,5964,Y,Yes,14.0,3.0,2.0,80.0,1.0,12.0,3.0,3.0,11.0,10.0,2.0,9.0,138120.0
2434,5965,Y,Yes,14.0,3.0,2.0,80.0,1.0,12.0,3.0,3.0,11.0,10.0,2.0,9.0,138120.0
2435,5966,Y,No,17.0,3.0,4.0,80.0,2.0,10.0,3.0,2.0,10.0,9.0,6.0,8.0,40884.0
2436,5967,Y,No,11.0,3.0,2.0,80.0,1.0,24.0,3.0,3.0,22.0,17.0,4.0,2428.0,206088.0
2437,5968,Y,No,11.0,3.0,4.0,80.0,3.0,36.0,0.0,2.0,7.0,7.0,7.0,7.0,158544.0
2438,5969,Y,No,15.0,3.0,2.0,80.0,0.0,5257.0,5.0,1.0,26.0,0.0,0.0,12.0,210804.0
2439,5970,Y,No,15.0,3.0,2.0,80.0,0.0,5257.0,5.0,1.0,26.0,0.0,0.0,12.0,210804.0
2440,5971,Y,No,15.0,3.0,2.0,80.0,0.0,5257.0,5.0,1.0,26.0,0.0,0.0,12.0,210804.0
2441,5972,Y,No,12.0,3.0,4.0,80.0,0.0,18.0,2.0,3.0,3.0,2.0,1.0,2.0,56868.0
2442,5973,Y,No,12.0,3.0,4.0,80.0,0.0,18.0,2.0,3.0,3.0,2.0,1.0,2.0,56868.0
2443,5974,Y,No,25.0,4.0,1.0,80.0,1.0,10.0,3.0,3.0,5904.0,2.0,1.0,2.0,57468.0
2444,5975,Y,No,25.0,4.0,1.0,80.0,1.0,10.0,3.0,3.0,5904.0,2.0,1.0,2.0,57468.0
2445,5976,Y,No,25.0,4.0,1.0,80.0,1.0,10.0,3.0,3.0,5904.0,2.0,1.0,2.0,57468.0
2446,5977,Y,No,14.0,3.0,2.0,80.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,24096.0
2447,5978,Y,No,14.0,3.0,2.0,80.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,24096.0
2448,5979,Y,No,12.0,3.0,2.0,80.0,1.0,6.0,3.0,2.0,6.0,4.0,1.0,1.0,25692.0
2449,5980,Y,No,12.0,3.0,2.0,80.0,1.0,6.0,3.0,2.0,6.0,4.0,1.0,1.0,25692.0
2450,5981,Y,No,12.0,3.0,2.0,80.0,1.0,6.0,3.0,2.0,6.0,4.0,1.0,1.0,25692.0
2451,5982,Y,Yes,17.0,3.0,3.0,80.0,0.0,6100.0,2.0,2.0,19.0,7.0,3.0,8.0,164340.0
2452,5983,Y,Yes,17.0,3.0,3.0,80.0,0.0,6100.0,2.0,2.0,19.0,7.0,3.0,8.0,164340.0
2453,5984,Y,No,12.0,3.0,4.0,80.0,2.0,6.0,2.0,3.0,1872.0,3.0,1.0,5.0,48000.0
2454,5985,Y,No,12.0,3.0,4.0,80.0,2.0,6.0,2.0,3.0,1872.0,3.0,1.0,5.0,48000.0
2455,5986,Y,Yes,13.0,3.0,3.0,80.0,0.0,4.0,3.0,2.0,4.0,3.0,3777.0,1.0,28668.0
2456,5987,Y,Yes,13.0,3.0,3.0,80.0,0.0,4.0,3.0,2.0,4.0,3.0,3777.0,1.0,28668.0
2457,5988,Y,Yes,13.0,3.0,3.0,80.0,0.0,4.0,3.0,2.0,4.0,3.0,3777.0,1.0,28668.0
2458,5989,Y,No,13.0,3.0,1.0,80.0,0.0,6.0,2.0,3.0,5.0,5335.0,0.0,3.0,46848.0
2459,5990,Y,No,13.0,3.0,1.0,80.0,0.0,6.0,2.0,3.0,5.0,5335.0,0.0,3.0,46848.0
2460,5991,Y,No,13.0,3.0,1.0,80.0,0.0,6.0,2.0,3.0,5.0,5335.0,0.0,3.0,46848.0
2461,5992,Y,No,13.0,3.0,4.0,80.0,0.0,6.0,3.0,3.0,5.0,3.0,1.0,2.0,32640.0
2462,5993,Y,No,14.0,3.0,2.0,80.0,2.0,9.0,2.0,2.0,7.0,7.0,1.0,7.0,193488.0
2463,5994,Y,No,14.0,3.0,2.0,80.0,2.0,9.0,2.0,2.0,7.0,7.0,1.0,7.0,193488.0
2464,5995,Y,No,20.0,4.0,3.0,80.0,1.0,19.0,2.0,4.0,1.0,0.0,0.0,0.0,130596.0
2465,5996,Y,No,12.0,3.0,3.0,80.0,2.0,4.0,2.0,2.0,4.0,2.0,1815.0,2.0,34848.0
2466,5997,Y,No,16.0,3.0,3.0,80.0,0.0,10.0,2.0,2.0,10.0,4.0,1.0,8.0,69720.0
2467,5998,Y,No,16.0,3.0,3.0,80.0,0.0,10.0,2.0,2.0,10.0,4.0,1.0,8.0,69720.0
2468,5999,Y,No,16.0,3.0,1.0,80.0,2.0,17.0,2.0,2.0,1.0,9822.0,0.0,0.0,36864.0
2469,6000,Y,No,13.0,3.0,3.0,80.0,1.0,24.0,1.0,4.0,20.0,6.0,14.0,17.0,195936.0
2470,6001,Y,No,13.0,3.0,3.0,80.0,1.0,24.0,1.0,4.0,20.0,6.0,14.0,17.0,195936.0
2471,6002,Y,No,15.0,3.0,2.0,80.0,0.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,80820.0
2472,6003,Y,No,15.0,3.0,2.0,80.0,0.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,80820.0
2473,6004,Y,No,15.0,3.0,2.0,80.0,0.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,80820.0
2474,6005,Y,No,13.0,3.0,2.0,80.0,1.0,8929.0,3.0,3.0,11.0,9.0,5.0,9.0,71484.0
2475,6006,Y,No,11.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,10.0,8.0,6.0,0.0,209328.0
2476,6007,Y,No,11.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,10.0,8.0,6.0,0.0,209328.0
2477,6008,Y,No,11.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,10.0,8.0,6.0,0.0,209328.0
2478,6009,Y,No,11.0,3.0,3.0,80.0,0.0,8.0,2.0,3.0,4.0,2.0,1.0,5233.0,35520.0
2479,6010,Y,Yes,18.0,3.0,1.0,80.0,3.0,7173.0,2.0,3.0,5.0,4.0,4.0,3.0,59556.0
2480,6011,Y,Yes,18.0,3.0,1.0,80.0,3.0,7173.0,2.0,3.0,5.0,4.0,4.0,3.0,59556.0
2481,6012,Y,Yes,18.0,3.0,1.0,80.0,3.0,7173.0,2.0,3.0,5.0,4.0,4.0,3.0,59556.0
2482,6013,Y,No,12.0,3.0,1.0,80.0,0.0,9311.0,3.0,4.0,4.0,3.0,1.0,2.0,52848.0
2483,6014,Y,No,12.0,3.0,1.0,80.0,0.0,9311.0,3.0,4.0,4.0,3.0,1.0,2.0,52848.0
2484,6015,Y,No,12.0,3.0,1.0,80.0,0.0,9311.0,3.0,4.0,4.0,3.0,1.0,2.0,52848.0
2485,6016,Y,No,16.0,3.0,3.0,80.0,1.0,10.0,2.0,3.0,10.0,7.0,4382.0,7.0,100704.0
2486,6017,Y,Yes,12.0,3.0,4.0,80.0,0.0,17.0,2.0,3.0,15.0,7.0,2576.0,12.0,71760.0
2487,6018,Y,Yes,12.0,3.0,4.0,80.0,0.0,17.0,2.0,3.0,15.0,7.0,2576.0,12.0,71760.0
2488,6019,Y,Yes,12.0,3.0,4.0,80.0,0.0,17.0,2.0,3.0,15.0,7.0,2576.0,12.0,71760.0
2489,6020,Y,No,11.0,3.0,3.0,80.0,2.0,9.0,6.0,2.0,4.0,3.0,2.0,3.0,34764.0
2490,6021,Y,No,11.0,3.0,3.0,80.0,2.0,9.0,6.0,2.0,4.0,3.0,2.0,3.0,34764.0
2491,6022,Y,No,11.0,3.0,3.0,80.0,2.0,9.0,6.0,2.0,4.0,3.0,2.0,3.0,34764.0
2492,6023,Y,No,11.0,3.0,3.0,80.0,0.0,5407.0,5.0,2.0,6.0,2.0,1.0,4.0,41340.0
2493,6024,Y,No,11.0,3.0,3.0,80.0,0.0,5407.0,5.0,2.0,6.0,2.0,1.0,4.0,41340.0
2494,6025,Y,No,11.0,3.0,3.0,80.0,0.0,9.0,3.0,4.0,3.0,2.0,1.0,0.0,197064.0
2495,6026,Y,No,11.0,3.0,3.0,80.0,0.0,9.0,3.0,4.0,3.0,2.0,1.0,0.0,197064.0
2496,6027,Y,No,11.0,3.0,3.0,80.0,0.0,9.0,3.0,4.0,3.0,2.0,1.0,0.0,197064.0
2497,6028,Y,No,13.0,3.0,3.0,80.0,1.0,3.0,3.0,3.0,0.0,0.0,2475.0,0.0,27864.0
2498,6029,Y,No,13.0,3.0,3.0,80.0,1.0,3.0,3.0,3.0,0.0,0.0,2475.0,0.0,27864.0
2499,6030,Y,Yes,20.0,4.0,2.0,80.0,1.0,17.0,2.0,3.0,17.0,14.0,5.0,15.0,128220.0
2500,6031,Y,No,21.0,4.0,2.0,80.0,1.0,10.0,2.0,3.0,9.0,7420.0,7.0,8.0,66984.0
2501,6032,Y,No,21.0,4.0,2.0,80.0,1.0,10.0,2.0,3.0,9.0,7420.0,7.0,8.0,66984.0
2502,6033,Y,No,21.0,4.0,2.0,80.0,1.0,10.0,2.0,3.0,9.0,7420.0,7.0,8.0,66984.0
2503,6034,Y,Yes,25.0,4.0,2.0,80.0,1.0,12.0,4.0,3.0,11.0,10.0,5.0,7.0,27696.0
